Year,State,District,Post_Monsoon,Pre_Monsoon
2018-19,Andaman and Nicobar Islands,Havelock Island,0 to 2,0 to 2
2018-19,Andaman and Nicobar Islands,Long Island,0 to 2,2 to 5
2018-19,Andaman and Nicobar Islands,Middle Andaman,0 to 2,0 to 2
2018-19,Andaman and Nicobar Islands,Neil Island,2 to 5,2 to 5
2018-19,Andaman and Nicobar Islands,North Andaman,0 to 2,2 to 5
2018-19,Andaman and Nicobar Islands,Ross Island,0 to 2,0 to 2
2018-19,Andaman and Nicobar Islands,South Andaman,0 to 2,0 to 2
2018-19,Andhra Pradesh,Anantapur,2 to 5,10 to 20
2018-19,Andhra Pradesh,Chittoor,5 to 10,10 to 20
2018-19,Andhra Pradesh,East Godavari,0 to 2,2 to 5
2018-19,Andhra Pradesh,Guntur,0 to 2,2 to 5
2018-19,Andhra Pradesh,Krishna,0 to 2,2 to 5
2018-19,Andhra Pradesh,Kurnool,2 to 5,5 to 10
2018-19,Andhra Pradesh,Nellore,2 to 5,5 to 10
2018-19,Andhra Pradesh,Prakasam,5 to 10,5 to 10
2018-19,Andhra Pradesh,Srikakulam,0 to 2,2 to 5
2018-19,Andhra Pradesh,Visakhapatnam,0 to 2,5 to 10
2018-19,Andhra Pradesh,Vizianagaram,0 to 2,5 to 10
2018-19,Andhra Pradesh,West Godavari,0 to 2,2 to 5
2018-19,Andhra Pradesh,Y.S.R. (Kadapa),10 to 20,5 to 10
2018-19,Arunachal Pradesh,Anjaw,2 to 5,2 to 5
2018-19,Arunachal Pradesh,Changlang,2 to 5,2 to 5
2018-19,Arunachal Pradesh,Dibang Valley,2 to 5,2 to 5
2018-19,Arunachal Pradesh,East Kameng,0 to 2,0 to 2
2018-19,Arunachal Pradesh,East Siang,5 to 10,10 to 20
2018-19,Arunachal Pradesh,Kamle,2 to 5,5 to 10
2018-19,Arunachal Pradesh,Kra Daadi,0 to 2,5 to 10
2018-19,Arunachal Pradesh,Kurung Kumey,0 to 2,5 to 10
2018-19,Arunachal Pradesh,Lepa Rada,5 to 10,10 to 20
2018-19,Arunachal Pradesh,Lohit,2 to 5,2 to 5
2018-19,Arunachal Pradesh,Longding,5 to 10,5 to 10
2018-19,Arunachal Pradesh,Lower Dibang Valley,2 to 5,2 to 5
2018-19,Arunachal Pradesh,Lower Siang,5 to 10,10 to 20
2018-19,Arunachal Pradesh,Lower Subansiri,2 to 5,5 to 10
2018-19,Arunachal Pradesh,Namasai,2 to 5,2 to 5
2018-19,Arunachal Pradesh,Pakke Kessang,0 to 2,0 to 2
2018-19,Arunachal Pradesh,Papum Pare,0 to 2,0 to 2
2018-19,Arunachal Pradesh,Shi Yomi,5 to 10,10 to 20
2018-19,Arunachal Pradesh,Siang,5 to 10,2 to 5
2018-19,Arunachal Pradesh,Tawang,0 to 2,0 to 2
2018-19,Arunachal Pradesh,Tirap,5 to 10,2 to 5
2018-19,Arunachal Pradesh,Upper Siang,5 to 10,10 to 20
2018-19,Arunachal Pradesh,Upper Subansiri,0 to 2,5 to 10
2018-19,Arunachal Pradesh,West Kameng,0 to 2,0 to 2
2018-19,Arunachal Pradesh,West Siang,5 to 10,10 to 20
2018-19,Assam,Baksa,2 to 5,2 to 5
2018-19,Assam,Barpeta,2 to 5,2 to 5
2018-19,Assam,Biswanath,0 to 2,5 to 10
2018-19,Assam,Bongaigaon,2 to 5,2 to 5
2018-19,Assam,Cachar,0 to 2,0 to 2
2018-19,Assam,Charaideo,0 to 2,2 to 5
2018-19,Assam,Chirang,2 to 5,2 to 5
2018-19,Assam,Darrang,2 to 5,2 to 5
2018-19,Assam,Dhemaji,0 to 2,2 to 5
2018-19,Assam,Dhubri,2 to 5,2 to 5
2018-19,Assam,Dibrugarh,2 to 5,2 to 5
2018-19,Assam,Dima Hasao,0 to 2,0 to 2
2018-19,Assam,Goalpara,2 to 5,2 to 5
2018-19,Assam,Golaghat,2 to 5,2 to 5
2018-19,Assam,Hailakandi,0 to 2,0 to 2
2018-19,Assam,Hojai,2 to 5,2 to 5
2018-19,Assam,Jorhat,2 to 5,0 to 2
2018-19,Assam,Kamrup,2 to 5,2 to 5
2018-19,Assam,Kamrup (Metro),0 to 2,2 to 5
2018-19,Assam,Karbi Anglong,2 to 5,2 to 5
2018-19,Assam,Karimganj,0 to 2,0 to 2
2018-19,Assam,Kokrajhar,2 to 5,2 to 5
2018-19,Assam,Lakhimpur,0 to 2,2 to 5
2018-19,Assam,Majuli,0 to 2,2 to 5
2018-19,Assam,Morigaon,2 to 5,2 to 5
2018-19,Assam,Nagaon,2 to 5,2 to 5
2018-19,Assam,Nalbari,2 to 5,5 to 10
2018-19,Assam,Sivasagar,2 to 5,2 to 5
2018-19,Assam,Sonitpur,2 to 5,2 to 5
2018-19,Assam,South Salmara Mankachar,0 to 2,2 to 5
2018-19,Assam,Tinsukia,2 to 5,2 to 5
2018-19,Assam,Udalguri,2 to 5,2 to 5
2018-19,Assam,West Karbi Anglong,2 to 5,2 to 5
2018-19,Bihar,Araria,2 to 5,2 to 5
2018-19,Bihar,Arwal,2 to 5,5 to 10
2018-19,Bihar,Aurangabad,2 to 5,5 to 10
2018-19,Bihar,Banka,0 to 2,5 to 10
2018-19,Bihar,Begusarai,2 to 5,5 to 10
2018-19,Bihar,Bhagalpur,2 to 5,5 to 10
2018-19,Bihar,Bhojpur,2 to 5,5 to 10
2018-19,Bihar,Buxar,5 to 10,5 to 10
2018-19,Bihar,Darbhanga,2 to 5,2 to 5
2018-19,Bihar,East Champaran,2 to 5,2 to 5
2018-19,Bihar,Gaya,2 to 5,5 to 10
2018-19,Bihar,Gopalganj,2 to 5,2 to 5
2018-19,Bihar,Jamui,2 to 5,5 to 10
2018-19,Bihar,Jehanabad,2 to 5,5 to 10
2018-19,Bihar,Kaimur,5 to 10,5 to 10
2018-19,Bihar,Katihar,2 to 5,5 to 10
2018-19,Bihar,Khagaria,2 to 5,5 to 10
2018-19,Bihar,Kishanganj,2 to 5,2 to 5
2018-19,Bihar,Lakhisarai,5 to 10,5 to 10
2018-19,Bihar,Madhepura,2 to 5,2 to 5
2018-19,Bihar,Madhubani,0 to 2,2 to 5
2018-19,Bihar,Munger,2 to 5,5 to 10
2018-19,Bihar,Muzaffarpur,2 to 5,5 to 10
2018-19,Bihar,Nalanda,2 to 5,5 to 10
2018-19,Bihar,Nawada,2 to 5,5 to 10
2018-19,Bihar,Patna,2 to 5,2 to 5
2018-19,Bihar,Purnia,2 to 5,2 to 5
2018-19,Bihar,Rohtas,2 to 5,5 to 10
2018-19,Bihar,Saharsa,2 to 5,2 to 5
2018-19,Bihar,Samastipur,2 to 5,5 to 10
2018-19,Bihar,Saran,2 to 5,5 to 10
2018-19,Bihar,Sheikhpura,2 to 5,5 to 10
2018-19,Bihar,Sheohar,2 to 5,2 to 5
2018-19,Bihar,Sitamarhi,2 to 5,2 to 5
2018-19,Bihar,Siwan,2 to 5,2 to 5
2018-19,Bihar,Supaul,2 to 5,2 to 5
2018-19,Bihar,Vaishali,2 to 5,5 to 10
2018-19,Bihar,West Champaran,2 to 5,2 to 5
2018-19,Chandigarh,Chandigarh,10 to 20,10 to 20
2018-19,Chhattisgarh,Balod,2 to 5,5 to 10
2018-19,Chhattisgarh,Baloda Bazar,2 to 5,5 to 10
2018-19,Chhattisgarh,Balrampur,2 to 5,5 to 10
2018-19,Chhattisgarh,Bastar,2 to 5,5 to 10
2018-19,Chhattisgarh,Bemetara,2 to 5,5 to 10
2018-19,Chhattisgarh,Bijapur,2 to 5,5 to 10
2018-19,Chhattisgarh,Bilaspur,2 to 5,5 to 10
2018-19,Chhattisgarh,Dantewada,2 to 5,5 to 10
2018-19,Chhattisgarh,Dhamtari,2 to 5,5 to 10
2018-19,Chhattisgarh,Durg,2 to 5,5 to 10
2018-19,Chhattisgarh,Gariyaband,2 to 5,5 to 10
2018-19,Chhattisgarh,Janjgir-Champa,2 to 5,2 to 5
2018-19,Chhattisgarh,Jashpur,2 to 5,5 to 10
2018-19,Chhattisgarh,Kanker (North Bastar),2 to 5,5 to 10
2018-19,Chhattisgarh,Kawardha/ Kabirdham,2 to 5,5 to 10
2018-19,Chhattisgarh,Kondagaon,2 to 5,5 to 10
2018-19,Chhattisgarh,Korba,2 to 5,5 to 10
2018-19,Chhattisgarh,Koriya,2 to 5,5 to 10
2018-19,Chhattisgarh,Mahasamund,2 to 5,5 to 10
2018-19,Chhattisgarh,Mungeli,2 to 5,5 to 10
2018-19,Chhattisgarh,Narayanpur,2 to 5,5 to 10
2018-19,Chhattisgarh,Raigarh,2 to 5,5 to 10
2018-19,Chhattisgarh,Raipur,2 to 5,5 to 10
2018-19,Chhattisgarh,Rajnandgaon,5 to 10,5 to 10
2018-19,Chhattisgarh,Sukma,2 to 5,5 to 10
2018-19,Chhattisgarh,Surajpur,2 to 5,5 to 10
2018-19,Chhattisgarh,Surguja,2 to 5,5 to 10
2018-19,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5,5 to 10
2018-19,Daman and Diu,Daman,0 to 2,5 to 10
2018-19,Daman and Diu,Diu,5 to 10,5 to 10
2018-19,Delhi,Central Delhi,2 to 5,2 to 5
2018-19,Delhi,East Delhi,5 to 10,10 to 20
2018-19,Delhi,New Delhi,20 to 40,20 to 40
2018-19,Delhi,North Delhi,5 to 10,5 to 10
2018-19,Delhi,North-East Delhi,2 to 5,5 to 10
2018-19,Delhi,North-West Delhi,2 to 5,5 to 10
2018-19,Delhi,Shahdara,5 to 10,10 to 20
2018-19,Delhi,South Delhi,>40,>40
2018-19,Delhi,South-East Delhi,20 to 40,20 to 40
2018-19,Delhi,South-West Delhi,10 to 20,10 to 20
2018-19,Delhi,West Delhi,5 to 10,10 to 20
2018-19,Goa,Bardez,2 to 5,10 to 20
2018-19,Goa,Bicholim,5 to 10,5 to 10
2018-19,Goa,Canacona,10 to 20,2 to 5
2018-19,Goa,Mormugao,2 to 5,2 to 5
2018-19,Goa,North Goa,2 to 5,2 to 5
2018-19,Goa,Pernem,2 to 5,2 to 5
2018-19,Goa,Ponda,5 to 10,5 to 10
2018-19,Goa,Quepem,2 to 5,5 to 10
2018-19,Goa,Salcete,2 to 5,5 to 10
2018-19,Goa,Sanguem,5 to 10,5 to 10
2018-19,Goa,Satari,2 to 5,5 to 10
2018-19,Goa,South Goa,2 to 5,2 to 5
2018-19,Goa,Tiswadi,2 to 5,5 to 10
2018-19,Gujarat,Ahmedabad,10 to 20,2 to 5
2018-19,Gujarat,Amreli,5 to 10,10 to 20
2018-19,Gujarat,Anand,10 to 20,20 to 40
2018-19,Gujarat,Aravalli,5 to 10,10 to 20
2018-19,Gujarat,Banaskantha,20 to 40,10 to 20
2018-19,Gujarat,Bharuch,5 to 10,5 to 10
2018-19,Gujarat,Bhavnagar,5 to 10,10 to 20
2018-19,Gujarat,Botad,5 to 10,10 to 20
2018-19,Gujarat,Chhota Udaipur,5 to 10,10 to 20
2018-19,Gujarat,Dang,0 to 2,5 to 10
2018-19,Gujarat,Devbhumi Dwarka,5 to 10,10 to 20
2018-19,Gujarat,Dohad,2 to 5,5 to 10
2018-19,Gujarat,Gandhinagar,10 to 20,10 to 20
2018-19,Gujarat,Gir Somnath,5 to 10,10 to 20
2018-19,Gujarat,Jamnagar,5 to 10,10 to 20
2018-19,Gujarat,Junagadh,5 to 10,10 to 20
2018-19,Gujarat,Kachchh,10 to 20,10 to 20
2018-19,Gujarat,Kheda,2 to 5,5 to 10
2018-19,Gujarat,Mahesana,5 to 10,5 to 10
2018-19,Gujarat,Mahisagar,2 to 5,10 to 20
2018-19,Gujarat,Morbi,2 to 5,2 to 5
2018-19,Gujarat,Narmada,2 to 5,5 to 10
2018-19,Gujarat,Navsari,0 to 2,5 to 10
2018-19,Gujarat,Panchmahal,2 to 5,10 to 20
2018-19,Gujarat,Patan,10 to 20,10 to 20
2018-19,Gujarat,Porbandar,10 to 20,10 to 20
2018-19,Gujarat,Rajkot,5 to 10,10 to 20
2018-19,Gujarat,Sabarkantha,5 to 10,10 to 20
2018-19,Gujarat,Surat,0 to 2,5 to 10
2018-19,Gujarat,Surendranagar,2 to 5,2 to 5
2018-19,Gujarat,Tapi,0 to 2,5 to 10
2018-19,Gujarat,Vadodara,5 to 10,10 to 20
2018-19,Gujarat,Valsad,0 to 2,5 to 10
2018-19,Haryana,Ambala,10 to 20,10 to 20
2018-19,Haryana,Bhiwani,2 to 5,2 to 5
2018-19,Haryana,Charkhi Dadri,>40,>40
2018-19,Haryana,Faridabad,10 to 20,20 to 40
2018-19,Haryana,Fatehabad,20 to 40,20 to 40
2018-19,Haryana,Gurgaon/Gururgram,20 to 40,20 to 40
2018-19,Haryana,Hisar,5 to 10,10 to 20
2018-19,Haryana,Jhajjar,2 to 5,2 to 5
2018-19,Haryana,Jind,10 to 20,10 to 20
2018-19,Haryana,Kaithal,20 to 40,20 to 40
2018-19,Haryana,Karnal,20 to 40,20 to 40
2018-19,Haryana,Kurukshetra,>40,20 to 40
2018-19,Haryana,Mahendragarh,20 to 40,20 to 40
2018-19,Haryana,Mewat,2 to 5,5 to 10
2018-19,Haryana,Palwal,5 to 10,5 to 10
2018-19,Haryana,Panchkula,10 to 20,10 to 20
2018-19,Haryana,Panipat,10 to 20,20 to 40
2018-19,Haryana,Rewari,10 to 20,20 to 40
2018-19,Haryana,Rohtak,0 to 2,2 to 5
2018-19,Haryana,Sirsa,10 to 20,10 to 20
2018-19,Haryana,Sonipat,5 to 10,2 to 5
2018-19,Haryana,Yamuna Nagar,10 to 20,10 to 20
2018-19,Himachal Pradesh,Bilaspur,2 to 5,2 to 5
2018-19,Himachal Pradesh,Chamba,N.A.,N.A.
2018-19,Himachal Pradesh,Hamirpur,5 to 10,2 to 5
2018-19,Himachal Pradesh,Kangra,2 to 5,2 to 5
2018-19,Himachal Pradesh,Kinnaur,5 to 10,5 to 10
2018-19,Himachal Pradesh,Kullu,5 to 10,5 to 10
2018-19,Himachal Pradesh,Lahul & Spiti,N.A.,N.A.
2018-19,Himachal Pradesh,Mandi,2 to 5,5 to 10
2018-19,Himachal Pradesh,Shimla,N.A.,N.A.
2018-19,Himachal Pradesh,Sirmaur,10 to 20,10 to 20
2018-19,Himachal Pradesh,Solan,10 to 20,20 to 40
2018-19,Himachal Pradesh,Una,2 to 5,5 to 10
2018-19,Jammu and Kashmir,Anantnag,10 to 20,10 to 20
2018-19,Jammu and Kashmir,Bandipora,2 to 5,0 to 2
2018-19,Jammu and Kashmir,Baramulla,0 to 2,0 to 2
2018-19,Jammu and Kashmir,Budgam,2 to 5,0 to 2
2018-19,Jammu and Kashmir,Doda,2 to 5,0 to 2
2018-19,Jammu and Kashmir,Ganderbal,0 to 2,0 to 2
2018-19,Jammu and Kashmir,Jammu,2 to 5,2 to 5
2018-19,Jammu and Kashmir,Kathua,2 to 5,2 to 5
2018-19,Jammu and Kashmir,Kishtwar,10 to 20,10 to 20
2018-19,Jammu and Kashmir,Kulgam,10 to 20,10 to 20
2018-19,Jammu and Kashmir,Kupwara,0 to 2,0 to 2
2018-19,Jammu and Kashmir,Poonch,N.A.,N.A.
2018-19,Jammu and Kashmir,Pulwama,10 to 20,2 to 5
2018-19,Jammu and Kashmir,Rajauri,0 to 2,0 to 2
2018-19,Jammu and Kashmir,Ramban,0 to 2,2 to 5
2018-19,Jammu and Kashmir,Reasi,0 to 2,2 to 5
2018-19,Jammu and Kashmir,Samba,2 to 5,2 to 5
2018-19,Jammu and Kashmir,Shopian,2 to 5,0 to 2
2018-19,Jammu and Kashmir,Srinagar,2 to 5,2 to 5
2018-19,Jammu and Kashmir,Udhampur,2 to 5,0 to 2
2018-19,Jharkhand,Bokaro,2 to 5,5 to 10
2018-19,Jharkhand,Chatra,5 to 10,5 to 10
2018-19,Jharkhand,Deoghar,5 to 10,5 to 10
2018-19,Jharkhand,Dhanbad,5 to 10,5 to 10
2018-19,Jharkhand,Dumka,2 to 5,5 to 10
2018-19,Jharkhand,East Singhbhum,2 to 5,2 to 5
2018-19,Jharkhand,Garhwa,2 to 5,5 to 10
2018-19,Jharkhand,Giridih,2 to 5,5 to 10
2018-19,Jharkhand,Godda,2 to 5,5 to 10
2018-19,Jharkhand,Gumla,5 to 10,5 to 10
2018-19,Jharkhand,Hazaribagh,5 to 10,5 to 10
2018-19,Jharkhand,Jamtara,2 to 5,5 to 10
2018-19,Jharkhand,Khunti,5 to 10,5 to 10
2018-19,Jharkhand,Kodarma,2 to 5,5 to 10
2018-19,Jharkhand,Latehar,2 to 5,5 to 10
2018-19,Jharkhand,Lohardaga,2 to 5,5 to 10
2018-19,Jharkhand,Pakur,5 to 10,5 to 10
2018-19,Jharkhand,Palamu,2 to 5,5 to 10
2018-19,Jharkhand,Ramgarh,5 to 10,5 to 10
2018-19,Jharkhand,Ranchi,2 to 5,5 to 10
2018-19,Jharkhand,Sahibganj,2 to 5,5 to 10
2018-19,Jharkhand,Saraikela Kharsawan,5 to 10,5 to 10
2018-19,Jharkhand,Simdega,5 to 10,5 to 10
2018-19,Jharkhand,West Singhbhum,2 to 5,5 to 10
2018-19,Karnataka,Bagalkot,2 to 5,5 to 10
2018-19,Karnataka,Bangalore Rural,2 to 5,5 to 10
2018-19,Karnataka,Bangalore Urban,2 to 5,2 to 5
2018-19,Karnataka,Belgaum,2 to 5,5 to 10
2018-19,Karnataka,Bellary,2 to 5,2 to 5
2018-19,Karnataka,Bidar,10 to 20,5 to 10
2018-19,Karnataka,Bijapur,5 to 10,5 to 10
2018-19,Karnataka,Chamarajanagar,5 to 10,5 to 10
2018-19,Karnataka,Chikballapura,2 to 5,2 to 5
2018-19,Karnataka,Chikmagalur,5 to 10,5 to 10
2018-19,Karnataka,Chitradurga,5 to 10,5 to 10
2018-19,Karnataka,Dakshina Kannada,5 to 10,5 to 10
2018-19,Karnataka,Davangere,0 to 2,5 to 10
2018-19,Karnataka,Dharwad,5 to 10,2 to 5
2018-19,Karnataka,Gadag,5 to 10,5 to 10
2018-19,Karnataka,Gulbarga,5 to 10,5 to 10
2018-19,Karnataka,Hassan,2 to 5,5 to 10
2018-19,Karnataka,Haveri,2 to 5,10 to 20
2018-19,Karnataka,Kodagu,5 to 10,5 to 10
2018-19,Karnataka,Kolar,2 to 5,2 to 5
2018-19,Karnataka,Koppal,5 to 10,5 to 10
2018-19,Karnataka,Mandya,2 to 5,2 to 5
2018-19,Karnataka,Mysore,0 to 2,2 to 5
2018-19,Karnataka,Raichur,5 to 10,5 to 10
2018-19,Karnataka,Ramanagara,2 to 5,5 to 10
2018-19,Karnataka,Shimoga,5 to 10,10 to 20
2018-19,Karnataka,Tumkur,2 to 5,2 to 5
2018-19,Karnataka,Udupi,5 to 10,5 to 10
2018-19,Karnataka,Uttara Kannada,2 to 5,5 to 10
2018-19,Karnataka,Yadgir,5 to 10,5 to 10
2018-19,Kerala,Alappuzha,0 to 2,2 to 5
2018-19,Kerala,Ernakulam,5 to 10,5 to 10
2018-19,Kerala,Idukki,2 to 5,2 to 5
2018-19,Kerala,Kannur,5 to 10,5 to 10
2018-19,Kerala,Kasaragod,5 to 10,10 to 20
2018-19,Kerala,Kollam,5 to 10,5 to 10
2018-19,Kerala,Kottayam,2 to 5,2 to 5
2018-19,Kerala,Kozhikode,2 to 5,5 to 10
2018-19,Kerala,Malappuram,5 to 10,5 to 10
2018-19,Kerala,Palakkad,2 to 5,5 to 10
2018-19,Kerala,Pathanamthitta,5 to 10,5 to 10
2018-19,Kerala,Thiruvananthapuram,5 to 10,5 to 10
2018-19,Kerala,Thrissur,5 to 10,5 to 10
2018-19,Kerala,Wayanad,5 to 10,5 to 10
2018-19,Ladakh,Kargil,10 to 20,10 to 20
2018-19,Ladakh,Leh,10 to 20,10 to 20
2018-19,Madhya Pradesh,Agar Malwa,5 to 10,10 to 20
2018-19,Madhya Pradesh,Alirajpur,5 to 10,5 to 10
2018-19,Madhya Pradesh,Anuppur,5 to 10,5 to 10
2018-19,Madhya Pradesh,Ashok Nagar,5 to 10,5 to 10
2018-19,Madhya Pradesh,Balaghat,2 to 5,5 to 10
2018-19,Madhya Pradesh,Barwani,5 to 10,10 to 20
2018-19,Madhya Pradesh,Betul,5 to 10,10 to 20
2018-19,Madhya Pradesh,Bhind,20 to 40,5 to 10
2018-19,Madhya Pradesh,Bhopal,5 to 10,5 to 10
2018-19,Madhya Pradesh,Burhanpur,5 to 10,10 to 20
2018-19,Madhya Pradesh,Chhatarpur,5 to 10,10 to 20
2018-19,Madhya Pradesh,Chhindwara,5 to 10,10 to 20
2018-19,Madhya Pradesh,Damoh,2 to 5,5 to 10
2018-19,Madhya Pradesh,Datia,5 to 10,10 to 20
2018-19,Madhya Pradesh,Dewas,5 to 10,5 to 10
2018-19,Madhya Pradesh,Dhar,5 to 10,5 to 10
2018-19,Madhya Pradesh,Dindori,2 to 5,5 to 10
2018-19,Madhya Pradesh,Guna,2 to 5,10 to 20
2018-19,Madhya Pradesh,Gwalior,10 to 20,10 to 20
2018-19,Madhya Pradesh,Harda,5 to 10,10 to 20
2018-19,Madhya Pradesh,Hoshangabad,5 to 10,5 to 10
2018-19,Madhya Pradesh,Indore,5 to 10,10 to 20
2018-19,Madhya Pradesh,Jabalpur,2 to 5,5 to 10
2018-19,Madhya Pradesh,Jhabua,5 to 10,5 to 10
2018-19,Madhya Pradesh,Katni,5 to 10,10 to 20
2018-19,Madhya Pradesh,Khandwa,2 to 5,5 to 10
2018-19,Madhya Pradesh,Khargone,5 to 10,5 to 10
2018-19,Madhya Pradesh,Mandla,2 to 5,5 to 10
2018-19,Madhya Pradesh,Mandsaur,2 to 5,5 to 10
2018-19,Madhya Pradesh,Morena,20 to 40,20 to 40
2018-19,Madhya Pradesh,Narsinghpur,5 to 10,5 to 10
2018-19,Madhya Pradesh,Neemuch,2 to 5,5 to 10
2018-19,Madhya Pradesh,Niwari,2 to 5,10 to 20
2018-19,Madhya Pradesh,Panna,2 to 5,5 to 10
2018-19,Madhya Pradesh,Raisen,5 to 10,5 to 10
2018-19,Madhya Pradesh,Rajgarh,10 to 20,10 to 20
2018-19,Madhya Pradesh,Ratlam,10 to 20,10 to 20
2018-19,Madhya Pradesh,Rewa,5 to 10,10 to 20
2018-19,Madhya Pradesh,Sagar,5 to 10,10 to 20
2018-19,Madhya Pradesh,Satna,5 to 10,5 to 10
2018-19,Madhya Pradesh,Sehore,5 to 10,10 to 20
2018-19,Madhya Pradesh,Seoni,5 to 10,5 to 10
2018-19,Madhya Pradesh,Shahdol,5 to 10,5 to 10
2018-19,Madhya Pradesh,Shajapur,5 to 10,10 to 20
2018-19,Madhya Pradesh,Sheopur,2 to 5,10 to 20
2018-19,Madhya Pradesh,Shivpuri,5 to 10,10 to 20
2018-19,Madhya Pradesh,Sidhi,5 to 10,10 to 20
2018-19,Madhya Pradesh,Singrauli,5 to 10,5 to 10
2018-19,Madhya Pradesh,Tikamgarh,2 to 5,10 to 20
2018-19,Madhya Pradesh,Ujjain,5 to 10,10 to 20
2018-19,Madhya Pradesh,Umaria,5 to 10,5 to 10
2018-19,Madhya Pradesh,Vidisha,5 to 10,5 to 10
2018-19,Maharashtra,Ahmednagar,5 to 10,5 to 10
2018-19,Maharashtra,Akola,10 to 20,10 to 20
2018-19,Maharashtra,Amravati,5 to 10,5 to 10
2018-19,Maharashtra,Aurangabad,5 to 10,10 to 20
2018-19,Maharashtra,Beed,5 to 10,10 to 20
2018-19,Maharashtra,Bhandara,2 to 5,10 to 20
2018-19,Maharashtra,Buldana,5 to 10,5 to 10
2018-19,Maharashtra,Chandrapur,2 to 5,5 to 10
2018-19,Maharashtra,Dhule,5 to 10,5 to 10
2018-19,Maharashtra,Gadchiroli,2 to 5,5 to 10
2018-19,Maharashtra,Gondia,2 to 5,5 to 10
2018-19,Maharashtra,Hingoli,5 to 10,10 to 20
2018-19,Maharashtra,Jalgaon,2 to 5,5 to 10
2018-19,Maharashtra,Jalna,5 to 10,10 to 20
2018-19,Maharashtra,Kolhapur,0 to 2,0 to 2
2018-19,Maharashtra,Latur,10 to 20,10 to 20
2018-19,Maharashtra,Mumbai City,0 to 2,2 to 5
2018-19,Maharashtra,Mumbai Suburban,2 to 5,5 to 10
2018-19,Maharashtra,Nagpur,2 to 5,5 to 10
2018-19,Maharashtra,Nanded,5 to 10,10 to 20
2018-19,Maharashtra,Nandurbar,5 to 10,5 to 10
2018-19,Maharashtra,Nashik,2 to 5,5 to 10
2018-19,Maharashtra,Osmanabad,5 to 10,5 to 10
2018-19,Maharashtra,Palghar,2 to 5,2 to 5
2018-19,Maharashtra,Parbhani,5 to 10,10 to 20
2018-19,Maharashtra,Pune,5 to 10,2 to 5
2018-19,Maharashtra,Raigad,0 to 2,2 to 5
2018-19,Maharashtra,Ratnagiri,2 to 5,5 to 10
2018-19,Maharashtra,Sangli,2 to 5,2 to 5
2018-19,Maharashtra,Satara,5 to 10,5 to 10
2018-19,Maharashtra,Sindhudurg,2 to 5,5 to 10
2018-19,Maharashtra,Solapur,5 to 10,5 to 10
2018-19,Maharashtra,Thane,2 to 5,2 to 5
2018-19,Maharashtra,Wardha,2 to 5,5 to 10
2018-19,Maharashtra,Washim,5 to 10,10 to 20
2018-19,Maharashtra,Yavatmal,5 to 10,5 to 10
2018-19,Meghalaya,East Garo Hills,2 to 5,2 to 5
2018-19,Meghalaya,East Jaintia Hills,0 to 2,0 to 2
2018-19,Meghalaya,East Khasi Hills,0 to 2,2 to 5
2018-19,Meghalaya,"North Garo
Hills",2 to 5,2 to 5
2018-19,Meghalaya,North Garo Hills,2 to 5,2 to 5
2018-19,Meghalaya,Ri Bhoi,2 to 5,2 to 5
2018-19,Meghalaya,Ri-Bhoi,2 to 5,2 to 5
2018-19,Meghalaya,South Garo Hills,2 to 5,2 to 5
2018-19,Meghalaya,"South West
Garo Hills",2 to 5,2 to 5
2018-19,Meghalaya,South West Khasi Hills,0 to 2,0 to 2
2018-19,Meghalaya,West Garo Hills,2 to 5,2 to 5
2018-19,Meghalaya,West Jaintia Hills,0 to 2,0 to 2
2018-19,Meghalaya,West Khasi Hills,0 to 2,2 to 5
2018-19,Nagaland,Dimapur,2 to 5,5 to 10
2018-19,Nagaland,Kiphire,20 to 40,20 to 40
2018-19,Nagaland,Kohima,0 to 2,2 to 5
2018-19,Nagaland,Longleng,20 to 40,20 to 40
2018-19,Nagaland,Mokokchung,0 to 2,2 to 5
2018-19,Nagaland,Mon,20 to 40,20 to 40
2018-19,Nagaland,Peren,2 to 5,2 to 5
2018-19,Nagaland,Phek,20 to 40,20 to 40
2018-19,Nagaland,Tuensang,20 to 40,20 to 40
2018-19,Nagaland,Wokha,2 to 5,5 to 10
2018-19,Nagaland,Zunheboto,0 to 2,2 to 5
2018-19,Odisha,Angul,2 to 5,5 to 10
2018-19,Odisha,Balangir,2 to 5,2 to 5
2018-19,Odisha,Baleshwar,2 to 5,2 to 5
2018-19,Odisha,Bargarh,2 to 5,0 to 2
2018-19,Odisha,Bhadrak,0 to 2,2 to 5
2018-19,Odisha,Boudh,2 to 5,5 to 10
2018-19,Odisha,Cuttack,0 to 2,2 to 5
2018-19,Odisha,Deogarh,2 to 5,5 to 10
2018-19,Odisha,Dhenkanal,2 to 5,5 to 10
2018-19,Odisha,Gajapati,2 to 5,2 to 5
2018-19,Odisha,Ganjam,0 to 2,2 to 5
2018-19,Odisha,Jagatsinghapur,0 to 2,2 to 5
2018-19,Odisha,Jajapur,0 to 2,2 to 5
2018-19,Odisha,Jharsuguda,2 to 5,5 to 10
2018-19,Odisha,Kalahandi,2 to 5,5 to 10
2018-19,Odisha,Kandhamal,2 to 5,5 to 10
2018-19,Odisha,Kendrapara,0 to 2,2 to 5
2018-19,Odisha,Kendujhar,2 to 5,5 to 10
